"Result Statistics ID"	"Name"	"Arithmetic Mean"	"Median"	"SD"	"IQR"	"CV"	"Sum"	"Minimum"	"Maximum"	"Count"
"1"	"Proteins - # AAs"	"590.595505617978"	"458"	"610.485815973729"	"425.75"	"1.03367839776386"	"105126"	"83"	"4563"	"178"
"2"	"Proteins - # Peptides"	"10.5280898876404"	"5"	"16.1116092387775"	"10"	"1.53034495437695"	"1874"	"1"	"121"	"178"
"3"	"Proteins - # Peptides (by Search Engine): A2 PMI-Byonic"	"10.5280898876404"	"5"	"16.1116092387775"	"10"	"1.53034495437695"	"1874"	"1"	"121"	"178"
"4"	"Proteins - # Protein Annotation Groups"	"103.898876404494"	"69"	"97.3594359717727"	"96.5"	"0.937059565425302"	"18494"	"9"	"622"	"178"
"5"	"Proteins - # Protein Groups"	"1"	"1"	"0"	"0"	"0"	"178"	"1"	"1"	"178"
"6"	"Proteins - # Protein Pathway Groups"	"8.35393258426966"	"6"	"8.91792527592982"	"11"	"1.06751223881339"	"1487"	"0"	"52"	"178"
"7"	"Proteins - # Protein Unique Peptides"	"10.0224719101124"	"5"	"16.1024106193279"	"11"	"1.60663065596433"	"1784"	"0"	"121"	"178"
"8"	"Proteins - # PSMs"	"341.050561797753"	"56.5"	"876.534684953332"	"240"	"2.57010186505169"	"60707"	"1"	"8693"	"178"
"9"	"Proteins - # PSMs (by Search Engine): A2 PMI-Byonic"	"341.050561797753"	"56.5"	"876.534684953332"	"240"	"2.57010186505169"	"60707"	"1"	"8693"	"178"
"10"	"Proteins - # Razor Peptides"	"0"	"0"	"0"	"0"	""	"0"	"0"	"0"	"178"
"11"	"Proteins - # Unique Peptides"	"10.5280898876404"	"5"	"16.1116092387775"	"10"	"1.53034495437695"	"1874"	"1"	"121"	"178"
"12"	"Proteins - |Log Prob| (by Search Engine): PMI-Byonic A2"	"144.772994778697"	"33.6102729590291"	"270.920126819267"	"134.857389649015"	"1.87134435695967"	"25769.5930706081"	"3.83896975287428"	"1832.25545500226"	"178"
"13"	"Proteins - Abundance Ratio (log2): (MECFS) / (Healthy)"	"0.47797016627851"	"0.219696808865862"	"2.0975799844331"	"0.859686230927281"	"4.38851654856394"	"82.6888387661823"	"-6.64385618977472"	"6.64385618977473"	"173"
"14"	"Proteins - Abundance Ratio Variabilities (by Bio. Rep.) [%]: (MECFS,1) / (Healthy,1)"	"39.506708412895"	"39.1036587169362"	"36.0408419252422"	"62.7381959158849"	"0.91227144384113"	"6834.66055543084"	"0"	"200.742647686115"	"173"
"15"	"Proteins - Abundance Ratio Variabilities (by Bio. Rep.) [%]: (MECFS,2) / (Healthy,2)"	"54.4873236640892"	"50.430975600544"	"57.7208717717646"	"83.5322133215064"	"1.05934496118051"	"9426.30699388743"	"0"	"465.517621452575"	"173"
"16"	"Proteins - Abundance Ratio Variabilities (by Bio. Rep.) [%]: (MECFS,3) / (Healthy,3)"	"42.5206095641678"	"41.2800195782751"	"41.2789903962069"	"72.214260331814"	"0.970799591523089"	"7356.06545460103"	"0"	"165.258511461608"	"173"
"17"	"Proteins - Abundance Ratio Variabilities (by Bio. Rep.) [%]: (MECFS,4) / (Healthy,4)"	"51.4510733033324"	"38.8613385156013"	"118.896989732836"	"74.9985148488023"	"2.31087481949837"	"8901.03568147651"	"0"	"1520.3019548735"	"173"
"18"	"Proteins - Abundance Ratio Variabilities (by Bio. Rep.) [%]: (MECFS,5) / (Healthy,5)"	"43.7506985046789"	"40.9029701644784"	"41.1842204486345"	"71.9934657445225"	"0.941338581010999"	"7568.87084130945"	"0"	"231.754584526871"	"173"
"19"	"Proteins - Abundance Ratio Variability [%]: (MECFS) / (Healthy)"	"91.6776888163549"	"41.3861052194152"	"561.126406761484"	"55.8690407137933"	"6.12064302674024"	"15860.2401652294"	"0"	"7412.2587"	"173"
"20"	"Proteins - Abundance Ratio: (MECFS) / (Healthy)"	"8.6197328604365"	"1.16448883634268"	"26.1304886010974"	"0.679555458889259"	"3.03147313544171"	"1491.21378485551"	"0.01"	"100"	"173"
"21"	"Proteins - Abundance Ratios (by Bio. Rep.): (MECFS,1) / (Healthy,1)"	"4.50736267879869"	"1.00854886214408"	"18.1660672014111"	"0.758595904705694"	"4.03030962803569"	"779.773743432173"	"0"	"100"	"173"
"22"	"Proteins - Abundance Ratios (by Bio. Rep.): (MECFS,2) / (Healthy,2)"	"12.3577624557589"	"1.31901749005282"	"30.8994944492102"	"1.75589364206946"	"2.50041175009078"	"2137.89290484629"	"0"	"100"	"173"
"23"	"Proteins - Abundance Ratios (by Bio. Rep.): (MECFS,3) / (Healthy,3)"	"14.5687430148938"	"1.13168246650915"	"32.8609755199155"	"2.66827198323159"	"2.25558069672321"	"2520.39254157662"	"0"	"100"	"173"
"24"	"Proteins - Abundance Ratios (by Bio. Rep.): (MECFS,4) / (Healthy,4)"	"4.31474029034422"	"0.948276154322191"	"17.5454845748884"	"0.880841855196841"	"4.06640571488224"	"746.45007022955"	"0"	"100"	"173"
"25"	"Proteins - Abundance Ratios (by Bio. Rep.): (MECFS,5) / (Healthy,5)"	"8.70231125667501"	"1.12618966400296"	"26.1503700975817"	"0.980295409340901"	"3.00499135531648"	"1505.49984740478"	"0"	"100"	"173"
"26"	"Proteins - Abundance Ratios (log2) (by Bio. Rep.): (MECFS,1) / (Healthy,1)"	"0.0292630264867999"	"0.0122809812888047"	"1.89065103336649"	"0.971490859280689"	"64.6088686082874"	"5.06250358221639"	"-6.64385618977472"	"6.64385618977473"	"173"
"27"	"Proteins - Abundance Ratios (log2) (by Bio. Rep.): (MECFS,2) / (Healthy,2)"	"0.778287716432916"	"0.399463694722263"	"2.66242658898244"	"1.5954947467239"	"3.42087705197892"	"134.643774942894"	"-6.64385618977472"	"6.64385618977473"	"173"
"28"	"Proteins - Abundance Ratios (log2) (by Bio. Rep.): (MECFS,3) / (Healthy,3)"	"1.03023850401121"	"0.178469215894903"	"2.58094599884709"	"2.21291726364754"	"2.50519271877166"	"178.23126119394"	"-6.64385618977472"	"6.64385618977473"	"173"
"29"	"Proteins - Abundance Ratios (log2) (by Bio. Rep.): (MECFS,4) / (Healthy,4)"	"-0.330288479626773"	"0"	"2.4051813706094"	"1.26141914674775"	"-7.28206255733551"	"-57.1399069754317"	"-6.64385618977472"	"6.64385618977473"	"173"
"30"	"Proteins - Abundance Ratios (log2) (by Bio. Rep.): (MECFS,5) / (Healthy,5)"	"0.358595540161988"	"0.171449815228201"	"2.32497597279468"	"1.18698016418793"	"6.48356075969163"	"62.0370284480238"	"-6.64385618977472"	"6.64385618977473"	"173"
"31"	"Proteins - Abundance: F1: Sample, Healthy, HC13, 1"	"378620166.683903"	"27055532"	"1201573376.36725"	"199193911.46875"	"3.1735588383764"	"65501288836.3152"	"0"	"12023559897.093"	"173"
"32"	"Proteins - Abundance: F10: Sample, MECFS, M15, 5"	"543591944.358396"	"33940907.5"	"2023037399.41906"	"256500983.675781"	"3.72161033734019"	"94041406374.0024"	"0"	"22099029254.9375"	"173"
"33"	"Proteins - Abundance: F2: Sample, Healthy, HC14, 2"	"244978955.749445"	"15039016.8125"	"859662702.967015"	"92010086.03125"	"3.50912877531507"	"42381359344.6541"	"0"	"8516020885.30322"	"173"
"34"	"Proteins - Abundance: F3: Sample, Healthy, HC20, 3"	"442384710.902776"	"26664541.375"	"1438866003.41176"	"179425590.34375"	"3.25252199714467"	"76532554986.1802"	"0"	"12791189004.4609"	"173"
"35"	"Proteins - Abundance: F4: Sample, Healthy, HC22, 4"	"356846218.468818"	"23932804.5"	"1200841329.78358"	"174261300.890625"	"3.36515077821545"	"61734395795.1055"	"0"	"11817128137.5933"	"173"
"36"	"Proteins - Abundance: F5: Sample, Healthy, HC25, 5"	"222062321.976517"	"12372797.875"	"738014007.448865"	"121181813.613281"	"3.32345442882881"	"38416781701.9375"	"0"	"6496641471.81934"	"173"
"37"	"Proteins - Abundance: F6: Sample, MECFS, M1, 1"	"563734126.730426"	"32795069.625"	"1852561124.25666"	"240526578.294922"	"3.28623199557074"	"97526003924.3638"	"0"	"17082970374.1416"	"173"
"38"	"Proteins - Abundance: F7: Sample, MECFS, M10, 2"	"637046091.450225"	"53731619.6875"	"2453819406.2492"	"275063488.828125"	"3.85187106424768"	"110208973820.889"	"0"	"28942475642.011"	"173"
"39"	"Proteins - Abundance: F8: Sample, MECFS, M11, 3"	"762006570.440066"	"50678103"	"3499556817.18662"	"345257558.0625"	"4.59255464840099"	"131827136686.131"	"0"	"42716506772.5193"	"173"
"40"	"Proteins - Abundance: F9: Sample, MECFS, M12, 4"	"339859879.953012"	"22530549.75"	"1193767380.01017"	"130816902.703125"	"3.51252810474487"	"58795759231.8711"	"0"	"12717382179.6753"	"173"
"41"	"Proteins - Abundances (by Bio. Rep.) Count: Healthy,1"	"0.936416184971098"	"1"	"0.244718372005432"	"0"	"0.261335051586047"	"162"	"0"	"1"	"173"
"42"	"Proteins - Abundances (by Bio. Rep.) Count: Healthy,2"	"0.884393063583815"	"1"	"0.320681154329817"	"0"	"0.36260025947097"	"153"	"0"	"1"	"173"
